objectid,name,address,lng,lat,type_,subtype_,source,verified,exisitng,contact,website,comment_,city,state,zip
165,Diamond Bar Community Garden,2335 S. Diamond Bar Boulevard,-117.82991177000,33.98257989000,Community Garden,,Community Garden Database,Verified,null,Brittany N. Mello 951-235-9911 DiamondBarCommunityGarden@Gmail.com,,,Diamond Bar,CA,91765
166,Cerritos Growers,19805 Gridley Road,-118.09082166000,33.85029830000,Nursery,,Nursery Database,Verified,null,,,,Cerritos,CA,90703
167,Dan Mckenzie Community Garden,4324 160th Street,-118.35109973000,33.88544557000,Community Garden,,Community Garden Database,Verified,null,,,,Lawndale,CA,90260
168,Cerritos Growers,6855 Myrtle Ave.,-118.18180042000,33.87901403000,Nursery,,Nursery Database,Verified,null,,,,Long Beach,CA,90805
169,Culver City Community Garden,10860 Culver Boulevard,-118.40507794000,34.01047329000,Community Garden,,Community Garden Database,Verified,null,Darren Uhl 310-253-6729 darren.uhl@culvercity.org,,,Culver City,CA,90230
170,Ben K. Bonsai Nursery,2301 Kelburn Avenue,-118.09465263000,34.05466070000,Nursery,,Nursery Database,Verified,null,,,,Rosemead,CA,91770
171,Greater Watts Community Garden,660 E. 118th Place,-118.26339367000,33.92554404000,Community Garden,,Community Garden Database,Verified,null,Clift Johnwell,,,Los Angeles,CA,90059
172,Holy Nativity Community Garden,6700 West 83rd Street,-118.40652967000,33.96343272000,Community Garden,,Community Garden Database,Verified,null,310-670-4777 holynativity@sbcglobal.net,,,Westchester,CA,90045
173,Big Island Plant Company,1101 West McKinley Avenue,-117.76671750000,34.08105040000,Nursery,,Nursery Database,Verified,null,,,,Pomona,CA,92103
174,Growing Great Dreams,125 E. Martin Luther King Jr. Blvd,-118.27269606000,34.01117718000,Community Garden,,Community Garden Database,Verified,null,,,,Los Angeles,CA,90011
175,"Blue Hills Nursery, Incorporated",16440 East Whittier Boulevard,-117.97911120000,33.93992311000,Nursery,,Nursery Database,Verified,null,,,,Whittier,CA,90603
176,Hermosa Beach Community Garden,210 Valley Drive,-118.39461322000,33.85570883000,Community Garden,,Community Garden Database,Verified,null,,,,Hermosa Beach,CA,90254
177,"Corey Nursery Company, Incorporated",25308 East Baseline,-117.25240751000,34.12133852000,Nursery,,Nursery Database,Rejected,null,,,,San Bernardino,CA,92410
178,Cstars Nursery,1400 West Greenleaf,-118.20155567000,33.89533372000,Nursery,,Nursery Database,Verified,null,,,,Compton,CA,90221
179,Hudson Community Garden,Adjacent to 2335 Webster Avenue,-118.21983033000,33.79994122000,Community Garden,,Community Garden Database,Verified,null,"Daryl Johns 562-428-8820, 562-544-4325 daryl_johns@us.aflac.com",,,Long Beach,CA,90810
180,"Boething Treeland Nursery Company, Incorporated",23475 Long Valley Road,-118.63920950000,34.15909679000,Nursery,,Nursery Database,Verified,null,,,,Woodland Hills,CA,91367
181,Bee Flat Ranch,Bee Flat Ranch Parcel #5864029001,-118.19947928000,34.21033725000,Nursery,,Nursery Database,Verified,null,,,,La Canada,CA,91011
182,Cstars Nursery,17654 South Normandie Avenue,-118.29899333000,33.87103314000,Nursery,,Nursery Database,Verified,null,,,,Gardena,CA,90247
183,Bountiful Gardens,10150 Foothill Boulevard,-118.35006254000,34.27295298000,Nursery,,Nursery Database,Verified,null,,,,Lake View Terrace,CA,91342
184,Geneva Gardens,626 Geneva Street,-118.24677594000,34.15577366000,Community Garden,,Community Garden Database,Verified,null,Alek Bartrosouf 818-359-0108 abartrosouf@hotmail.com,,,Glendale,CA,91206
185,Glassell Park Community Garden,3304 Drew Street,-118.24280319000,34.12011712000,Community Garden,,Community Garden Database,Verified,null,Margarita Darett 323-788-1323 mdarett@sbcglobal.net,,,Los Angeles,CA,90065
186,Barranquillas Nursery,28920 Bouquet Canyon Road,-118.53727913000,34.42691139000,Nursery,,Nursery Database,Verified,null,,,,Saugus,CA,91350
187,Granada Hills Salad Bowl Garden Club,16003 Rinaldi Street,-118.48080945000,34.27917802000,Community Garden,,Community Garden Database,Verified,null,Bob Olander 818-368-4533 robola2011@gmail.com,,,Granada Hills,CA,91344
188,"C And S Nursery, Incorporated",5501 Coliseum Street,-118.36636933000,34.01839750000,Nursery,,Nursery Database,Verified,null,,,,Los Angeles,CA,90016
189,C And Y Growers,11811 Strathern Street,-118.39035110000,34.21575711000,Nursery,,Nursery Database,Verified,null,,,,North Hollywood,CA,91605
190,Cal Poly Nursery,4102 South University Drive,-117.82060846000,34.05026519000,Nursery,,Nursery Database,Verified,null,,,,Pomona,CA,91768
191,Califarmer,2559 E. Monroe Street,-118.22199982000,33.83549821000,Nursery,,Nursery Database,Verified,null,,,,Carson,CA,90810
192,California Cactus Center,216 South Rosemead Boulevard,-118.07323630000,34.14254057000,Nursery,,Nursery Database,Verified,null,,,,Pasadena,CA,91107-4952
193,California Nurseries,18924 Roscoe Blvd,-118.54581868000,34.22057333000,Nursery,,Nursery Database,Verified,null,,,,Northridge,CA,91324
194,"Campbell Landscapes, Inc.",740 Amelia Street,-117.82020838000,34.12254756000,Nursery,,Nursery Database,Verified,null,,,,San Dimas,CA,91773
195,Captain Cactus,1535 Ohio Ave,-118.16010253000,33.78675149000,Nursery,,Nursery Database,Verified,null,,,,Long Beach,CA,90804
196,Carreon Nursery,7900 Lamersed,-118.08197409000,34.06497471000,Nursery,,Nursery Database,Verified,null,,,,San Gabriel,CA,91770
197,El Rancho Growers Nursery,1801 S. Grandridge Ave,-118.13530198000,34.04280004000,Nursery,,Nursery Database,Verified,null,,,,Monterey Park,CA,91754
198,El Rancho Growers Nursery,1767 Isabella Street,-118.14615735000,34.05173565000,Nursery,,Nursery Database,Verified,null,,,,Monterey Park,CA,91754
199,Certified Plant Growers,10524 East Firestone Boulevard,-118.10798005000,33.92699884000,Nursery,,Nursery Database,Verified,null,,,,Norwalk,CA,90650
200,Chemical Consultants Intl Dba Foothills Cactus,11252 Ranetto Pl.,-118.34629907000,34.27432130000,Nursery,,Nursery Database,Verified,null,,,,Lake View Terrace,CA,91342
201,Chikugo-En Bonsai Nursery,18110 South Western Avenue,-118.30909683000,33.86621084000,Nursery,,Nursery Database,Verified,null,,,,Gardena,CA,90248
202,F And A Nursery,8650 Artesia Boulevard,-118.14765984000,33.87466223000,Nursery,,Nursery Database,Verified,null,,,,Bellflower,CA,90706
203,La Madera Community Garden,3805 La Madera Avenue,-118.01734260000,34.07365016000,Community Garden,,Community Garden Database,Verified,null,Carmen Macias 626-419-1436 n.jaffer@sbcglobal.net,,,El Monte,CA,91732
204,"Brothers Nursery, Incorporated",302 East Foothill Blvd Suite 202,-117.90479911000,34.13345385000,Nursery,,Nursery Database,Verified,null,,,,San Dimas,CA,91702
205,La Mirada Community Garden,13518 Biola Avenue,-118.01949998000,33.90925351000,Community Garden,,Community Garden Database,Verified,null,Fred O'Shann 562-941-2861 leafredo@verizon.net,,,La Mirada,CA,90638
206,"Burkard Nurseries, Incorporated",690 North Orange Grove Boulevard,-118.15554301000,34.15515616000,Nursery,,Nursery Database,Verified,null,,,,Pasadena,CA,91103
207,Fausto Garcia,5759 Allington Street,-118.11965016000,33.86557029000,Nursery,,Nursery Database,Verified,null,,,,Lakewood,CA,90713
208,Lennox Community Garden,SW corner of W. 112th Street and Inglewood Ave,-118.35705090000,33.93842297000,Community Garden,,Community Garden Database,Verified,null,Karla Cortez 323-786-3587 karla@fromlottospot.org,,,Lennox,CA,90304
209,"Color Spot Nurseries, Inc. Attn:Cheryl Matheson",321 West Sepulveda Boulevard,-118.27991486000,33.80799358000,Nursery,,Nursery Database,Verified,null,,,,Carson,CA,90745
210,Long Beach Community Garden,7600 E. Spring Street,-118.08617765000,33.81032972000,Community Garden,,Community Garden Database,Verified,null,"Lonnie Brundage (MG) 562-597-0926, 562-626-9221 lonsgrdn@aol.com",,,Long Beach,CA,90815
211,First Image Nursery,16801 South Central,-118.24884051000,33.88027126000,Nursery,,Nursery Database,Verified,null,,,,Carson,CA,90746
212,Long Beach Grows Orizaba Park,1435 Orizaba Avenue,-118.15680405000,33.78507221000,Community Garden,,Community Garden Database,Verified,null,Steve Passmore 562-912-3364 info@longbeachgrows.org,,,Long Beach,CA,90804
213,First Image Nursery,2700 South Fairfax Avnue,-118.37149750000,34.03074949000,Nursery,,Nursery Database,Verified,null,,,,Los Angeles,CA,90016
214,"Long Beach Organic, Inc. - Mary Molina Garden",1640 W. 20th Street,-118.21477942000,33.79345323000,Community Garden,,Community Garden Database,Verified,null,Joe Corso 562-438-9000 Joe@LongBeachOrganic.org,,,Long Beach,CA,90810
215,"Colorful Garden Center, Incorporated",28263 Dorothy Drive,-118.74246295000,34.14200793000,Nursery,,Nursery Database,Verified,null,,,,Agoura Hills,CA,91301
216,First Image Nursery,17723 Prairie Avenue,-118.34384087000,33.86973577000,Nursery,,Nursery Database,Verified,null,,,,Torrance,CA,90504
217,Four Seasons Wholesale Nursery,18840 Nordhoff Street,-118.54380932000,34.23543371000,Nursery,,Nursery Database,Verified,null,,,,Northridge,CA,91324
218,Crown Valley Nursery,3111 E. Sierra Madre Blvd.,-118.08627357000,34.16172999000,Nursery,,Nursery Database,Verified,null,,,,Pasadena,CA,91107
219,"Long Beach Organic, Inc. - Pacific And 6Th Community Garden",Pacific Avenue at 6th Street,-118.19371890000,33.77414125000,Community Garden,,Community Garden Database,Verified,null,,,,Long Beach,CA,90802
220,Lago Seco Community Garden,3920 235th Street,-118.35466417000,33.81275956000,Community Garden,,Community Garden Database,Verified,null,Mary Lou Weiss 310-781-7520 MWeiss@TorranceCa.Gov,,,Torrance,CA,90505
221,F.A.C.T. Family Adult & Child Therapies,10642 Santa Monica Blvd. #201,-118.43047412000,34.05280599000,Nursery,,Nursery Database,Verified,null,,,,Los Angeles,CA,90025
222,F.A.C.T. Family Adult & Child Therapies,1637 Malcolm Avenue,-118.43727027000,34.05321043000,Nursery,,Nursery Database,Verified,null,,,,Los Angeles,CA,90024
223,Fausto Garcia,16654 Chicago Ave,-118.11076994000,33.88265198000,Nursery,,Nursery Database,Verified,null,,,,Bellflower,CA,90706
224,Lakewood Community Garden,6210 Candlewood Street,-118.11181323000,33.85317311000,Community Garden,,Community Garden Database,Verified,null,Mel Mueller 562-858-2239 mmueller@earthlink.net,,,Lakewood,CA,90713
225,"Long Beach Organic, Inc. - Top Of The Town",6751 Atlantic Avenue,-118.18611228000,33.87752222000,Community Garden,,Community Garden Database,Verified,null,,,,Long Beach,CA,90805
226,Daniger Orchids,17351 Nordhoff Street,-118.51302909000,34.23580784000,Nursery,,Nursery Database,Verified,null,,,,Northridge,CA,91325
227,Mansfield Fountain Community Garden,1259 N. Mansfield Avenue,-118.34050187000,34.09361321000,Community Garden,,Community Garden Database,Verified,null,Debbie Wehbe 323-573-1950 debbie.wehbe@gmail.com,,,Los Angeles,CA,90038
228,Dave'S 4 Seasons Growers,7701 Mooney,-118.10031338000,34.04920622000,Nursery,,Nursery Database,Verified,null,,,,South San Gabriel,CA,91770
229,David'S Nursery,909 East Sepulveda Boulevard,-118.25738331000,33.80854552000,Nursery,,Nursery Database,Verified,null,,,,Carson,CA,90745
230,Mar Vista Community Garden,5075 S. Slauson Avenue,-118.40685601000,33.99348683000,Community Garden,,Community Garden Database,Verified,null,Llaly Hernandez 310-390-9607 lhernandez@marvistafc.org,,,Culver City,CA,90230
231,Manzanita Street Community Garden,1101 Manzanita Street,-118.28090702000,34.09348168000,Community Garden,,Community Garden Database,Verified,null,,,,Los Angeles,CA,90029
232,Deep Roots Garden Center And Florist,207 North Sepulveda Boulevard,-118.39609243000,33.88055024000,Nursery,,Nursery Database,Verified,null,,,,Manhattan Beach,CA,90266
233,Mariposa-Nabi Community Garden,961 S. Mariposa Avenue,-118.29899293000,34.05387011000,Community Garden,,Community Garden Database,Verified,null,,,,Los Angeles,CA,90006
234,Dominus Plantarum,1765 Sinaloa Avenue,-118.11586287000,34.17634999000,Nursery,,Nursery Database,Verified,null,,,,Pasadena,CA,91104
235,Memorial Park Community Garden,340 N. Orange Place,-117.91379905000,34.12695148000,Community Garden,,Community Garden Database,Verified,null,Melissa Hauck 504-858-7623 mshauck@gmail.com,,,Azusa,CA,91702
236,Messiah Organic Community Garden,7300 West Manchester Avenue,-118.42254975000,33.95969257000,Community Garden,,Community Garden Database,Verified,null,Marjorie Poe 310-670-2242 messiah1907@sbcglobal.net,,,Los Angeles,CA,90045
237,Eden Nursery,Berendo and West 126th Street,-118.27394041000,33.96409436000,Nursery,,Nursery Database,Verified,null,,,,Los Angeles,CA,90003
238,"Long Beach Organic, Inc. - Wild Oats Garden",3709 E. 10th Street,-118.14852108000,33.77896463000,Community Garden,,Community Garden Database,Verified,null,Joe Corso 562-438-9000 Joe@LongBeachOrganic.org,,,Long Beach,CA,90804
239,"Long Beach Organic, Inc. - Saint LukeΓÇÖS Garden",525 E. 7th Street,-118.18560856000,33.77536834000,Community Garden,,Community Garden Database,Verified,null,,,,Long Beach,CA,90813
240,Cycadia,17337 Chase Street,-118.51138688000,34.22308735000,Nursery,,Nursery Database,Verified,null,,,,Northridge,CA,91325
241,"Cyclamen Growers, Incorporated",11545 Kagel Canyon Street,-118.38374608000,34.27823395000,Nursery,,Nursery Database,Verified,null,,,,Lake View Terrace,CA,91342
242,Damas Nursery,6265 East Hereford Drive,-118.13724565000,34.00962356000,Nursery,,Nursery Database,Verified,null,,,,East Los Angeles,CA,90022
243,Moothart Collingnon/Francis Avenue Community Garden,2909 Francis Avenue,-118.28941935000,34.05684802000,Community Garden,,Community Garden Database,Verified,null,"Tanya Torres 213-572-0188, Ext. 206 ttorres@lanlt.org",,,Los Angeles,CA,90005
244,Esequiel Nursery,9000 Atlantic Boulevard,-118.18191656000,33.94886599000,Nursery,,Nursery Database,Verified,null,,,,South Gate,CA,90280
245,Evergreen Nursery,7545 Mexico Way,-118.03354217000,33.85115931000,Nursery,,Nursery Database,Rejected,null,,,,Buena Park,CA,90620
246,New City School Farm,225 E. 15th Street,-118.19030932000,33.78535753000,Community Garden,,Community Garden Database,Verified,null,Sabrina Bow 562-599-6404 sabrinabow@gmail.com,,,Long Beach,CA,90813
247,Exotic Garden Nursery,18801 Victory Boulevard,-118.54272888000,34.18660773000,Nursery,,Nursery Database,Verified,null,,,,Reseda,CA,91335
248,Mothers Of East La Community Garden,1020 S. Fickett Street,-118.21534040000,34.03134147000,Community Garden,,Community Garden Database,Verified,null,,,,Los Angeles,CA,90023
249,Gonzalez Nursery,2214 Broach Avenue,-117.98702975000,34.12446918000,Nursery,,Nursery Database,Verified,null,,,,Duarte,CA,91010
250,Eric Hernandez Dba Hernandez Nursery,5501 Rodeo Road,-118.36602602000,34.02158957000,Nursery,,Nursery Database,Verified,null,,,,Los Angeles,CA,90016
251,Gonzalez Nursery,470 East Duarte Road,-117.99257879000,34.13221289000,Nursery,,Nursery Database,Verified,null,,,,Monrovia,CA,91016
252,Norman Harriton Community Garden,2037 N. Sanborn Avenue,-118.27864815000,34.10427939000,Community Garden,,Community Garden Database,Verified,null,Terry Maloy 323-876-3031 terrymaloy@sbcglobal.net,,,Los Angeles,CA,90027
253,Gonzalez Nursery,1007 Worcester Avenue,-118.14503235000,34.16315979000,Nursery,,Nursery Database,Verified,null,,,,Pasadena,CA,91104
254,North Long Beach Community Garden,6895 N. Myrtle Avenue,-118.18181416000,33.87999448000,Community Garden,,Community Garden Database,Verified,null,Joaquin Elias 562-630-5829 joaquinelias@sbcglobal.net,,,Long Beach,CA,90805
255,North Hollywood Community Garden,11800 Weddington Street,-118.39178557000,34.16666393000,Community Garden,,Community Garden Database,Verified,null,,,,North Hollywood,CA,91607
256,Gonzalez Nursery,12269 Pellissier Road,-118.03323564000,34.03409822000,Nursery,,Nursery Database,Verified,null,,,,Whittier,CA,90601
257,"F.K. Nursery, Incorporated",2027 Colby Avenue,-118.44687299000,34.03807148000,Nursery,,Nursery Database,Verified,null,,,,Los Angeles,CA,900256205
258,Milagro Allegro Community Garden,115 S. Avenue 56,-118.19353432000,34.10845842000,Community Garden,,Community Garden Database,Verified,null,Nicole Gatto 323-256-7122 info@hpgarden.org,,,Los Angeles,CA,90042
259,Monterey Road Eco-Community Garden - East,870 Monterey Road,-118.24403954000,34.15704972000,Community Garden,,Community Garden Database,Verified,null,Alek Bartrosouf 818-359-0108 abartrosouf@hotmail.com,,,Glendale,CA,91206
260,Galaxy One,4711 Don Miguel Drive,-118.35752770000,34.00343571000,Nursery,,Nursery Database,Verified,null,,,,Los Angeles,CA,90008
261,Mlk Community Peace Garden,1950 Lemon Avenue,-118.17840649000,33.79212960000,Community Garden,,Community Garden Database,Verified,null,,,,Long Beach,CA,90806
262,Green Thumb Nursery,7725 Topanga Canyon Boulevard,-118.60600185000,34.21029039000,Nursery,,Nursery Database,Verified,null,,,,Canoga Park,CA,91304
263,Palmer Park Community Garden,610 E. Palmer Avenue,-118.24744175000,34.13261380000,Community Garden,,Community Garden Database,Verified,null,Armen Tagakchyan 818-548-2054 atagakchyan@ci.glendale.ca.us,,,Glendale,CA,91205
264,Firever Deciduous Nursery,11022 Summit Trail,-118.37448251000,34.28997792000,Nursery,,Nursery Database,Verified,null,,,,Sylmar,CA,91342
265,Orcutt Ranch Horticultural Center Rancho Sombra Del Roble,23600 Roscoe Boulevard,-118.64119904000,34.21913274000,Community Garden,,Community Garden Database,Verified,null,,,,West Hills,CA,91304
266,"Hawthorne Nursery, Incorporated",4519 West El Segundo Boulevard,-118.35529922000,33.91644827000,Nursery,,Nursery Database,Verified,null,,,,Hawthorne,CA,90250
267,Paramount (Cortland) Community Garden,7200 Cortland Avenue,-118.17473157000,33.91370851000,Community Garden,,Community Garden Database,Verified,null,David Johnson 562-220-2138 djohnson@paramountcity.com,,,Paramount,CA,90723
268,"Hawthorne Nursery, Incorporated",4556 El Segundo Boulevard,-118.35609152000,33.91639493000,Nursery,,Nursery Database,Verified,null,,,,Hawthorne,CA,90250
269,Pasadena Community Gardens,721 South Pasadena Avenue,-118.15412970000,34.13313116000,Community Garden,,Community Garden Database,Verified,null,"Cathy Morrison, Co-Chair 626-755-1917 info@pasadenacommunitygardens.org",,,Pasadena,CA,91105
270,Fisher Barrie And Yvette,2929 Oakhurst Avenue,-118.39535932000,34.03560174000,Nursery,,Nursery Database,Verified,null,,,,Los Angeles,CA,90034
271,Flora Bella Farms,Arizona & @nd Street,-118.46776124000,34.01199520000,Nursery,,Nursery Database,Verified,null,,,,Santa Monica,CA,90405
272,Patton Street Community Garden,303 Patton Street,-118.25915428000,34.06541809000,Community Garden,,Community Garden Database,Verified,null,Margarita Hernandez 213-250-8304 mfernandez7@yahoo.com,,,Los Angeles,CA,90026
273,Flowers By Imrana Ashraf,808 East Baseline Road,-117.79161976000,34.12112297000,Nursery,,Nursery Database,Verified,null,,,,San Dimas,CA,91773
274,Foothill Nursery,10456 Foothill Boulevard,-118.35764308000,34.27395299000,Nursery,,Nursery Database,Verified,null,,,,Lake View Terrace,CA,91342
275,Pea Patch Community Garden,1200 Meadows Ave,-118.39171642000,33.88833381000,Community Garden,,Community Garden Database,Verified,null,,,,Manhattan Beach,CA,90266
276,Oakland Community Garden,N. Oakland Avenue and E. Maple Street,-118.13994905000,34.15235033000,Community Garden,,Community Garden Database,Verified,null,Terry Allen 626-796-6878 smorgan4@gmail.com,,,Pasadena,CA,91101
277,Norwich Community Garden,417 Norwich Drive,-118.38070640000,34.07942415000,Community Garden,,Community Garden Database,Verified,null,,,,West Hollywood,CA,90048
278,Green Thumb Nursery,21812 Sherman Way,-118.60335925000,34.20096345000,Nursery,,Nursery Database,Verified,null,,,,Canoga Park,CA,91303
279,Ocean View Farms,3300 S. Centinela Avenue,-118.44193054000,34.01472864000,Community Garden,,Community Garden Database,Verified,null,Frank Harris 310-915-1123 frank@oceanviewfarms.net,,,Mar Vista,CA,90066
280,Rancho San Pedro Community Garden,275 W. 1st Street,-118.28301724000,33.74327698000,Community Garden,,Community Garden Database,Verified,null,Veronica Mendoza 310-920-1355 veronicamendoza1@yahoo.com,,,San Pedro,CA,90731
281,Rosecrans Farms,561 W. 146th Street,-118.28525960000,33.89964845000,Community Garden,,Community Garden Database,Verified,null,Vincent Miles 310-763-7440,,,Gardena,CA,90248
282,Rosewood Gardens,4160 1/2 Rosewood Avenue,-118.29518128000,34.07901300000,Community Garden,,Community Garden Database,Verified,null,Nery Reyes 323-821-7748 norcjala061@yahoo.com,,,Los Angeles,CA,90004
283,Rosemary And Thyme Community Garden,10161 Jordan Avenue,-118.60390239000,34.25474988000,Community Garden,,Community Garden Database,Verified,null,,,,Chatsworth,CA,91311
284,San Pedro Gardens,1400 N. Gaffey Street,-118.29223010000,33.75697918000,Community Garden,,Community Garden Database,Verified,null,Kathie Dixon 562-964-8837 kpdpoet3@hotmail.com,,,San Pedro,CA,90731
285,Home Grown Gardens,8228 Steward Ave,-118.40869054000,33.96360405000,Nursery,,Nursery Database,Verified,null,,,,Los Angeles,CA,90045
286,Fox Nurseries,1350 South Garey Avenue,-117.74964588000,34.04666137000,Nursery,,Nursery Database,Verified,null,,,,Pomona,CA,91766
287,Frank S. Chiodo,19720 West Avenue B,-118.47785952000,34.80359343000,Nursery,,Nursery Database,Verified,null,,,,Lancaster,CA,93536
288,Fuji Bonsai Nursery,13170 Glenoaks Boulevard,-118.45237192000,34.30969368000,Nursery,,Nursery Database,Verified,null,,,,Sylmar,CA,91342
289,Fujiyama Nursery,20813 East Valley Boulevard,-117.85041542000,34.01536669000,Nursery,,Nursery Database,Verified,null,,,,Walnut,CA,91789
290,Fuku Bonsai Nursery,550 168th Street,-118.28974516000,33.87918216000,Nursery,,Nursery Database,Verified,null,,,,Gardena,CA,90247
291,Santa Clarita Community Garden,27234 Bouquet Canyon Road,-118.52115495000,34.43549845000,Community Garden,,Community Garden Database,Verified,null,Carol 661-263-8482 communitygardensofsc@gmail.com,,,Santa Clarita,CA,91350
292,G.M. Nursery,2563 Angelus Avenue,-118.08717783000,34.05835853000,Nursery,,Nursery Database,Verified,null,,,,Rosemead,CA,91770
293,"International Plant Growers, Incorporated",24501 Figueroa Street,-118.28396508000,33.80439968000,Nursery,,Nursery Database,Verified,null,,,,Carson,CA,90745
294,Pico Rivera Community Garden,8606 Beverly Road,-118.08788884000,34.00949988000,Community Garden,,Community Garden Database,Verified,null,Lupe Aguilar 562-801-4458 lupaguilar@pico-rivera.org,,,Pico Rivera,CA,90660
295,Pomona Community Garden,1170 W. Fremont Street,-117.76421376000,34.04245014000,Community Garden,,Community Garden Database,Verified,null,South Hills Church 909-629-4205,,,Pomona,CA,91766
296,Project Youth Green,12467 W. Osborne Street,-118.40469586000,34.25775290000,Community Garden,,Community Garden Database,Verified,null,David Kietzman 818-890-2928 david@youthspeakcollective.org,,,Los Angeles,CA,91331
297,Proyecto Jardin,1718 Bridge Street,-118.21661162000,34.05189455000,Community Garden,,Community Garden Database,Verified,null,Irene Pena 323-774-7824 irenetothemax@yahoo.com,,,Los Angeles,CA,90033
298,Queen Park Learning Garden,652 E. Queen Street,-118.34492299000,33.96261162000,Community Garden,,Community Garden Database,Verified,null,323-952-3466 info@sjli-cp.org,,,Inglewood,CA,90301
299,Sepulveda Garden Center,16633 Magnolia Boulevard,-118.49550040000,34.16495650000,Community Garden,,Community Garden Database,Verified,null,Veltorina Lauterio 818-784-5180 sepulveda.gardencenter@lacity.org,,,Encino,CA,91316
300,Garibaldo'S Nursery,8834 Rose Street,-118.14349582000,33.86953874000,Nursery,,Nursery Database,Verified,null,,,,Bellflower,CA,90706
301,Solano Canyon Community Garden,545 Solano Avenue,-118.23143010000,34.07418256000,Community Garden,,Community Garden Database,Verified,null,India Luduena 213-215-1772 isluduena@yahoo.com,,,Los Angeles,CA,90012
302,"Girasol Nursery, Incorporated",8555 Spruce Street,-118.08904289000,34.00540393000,Nursery,,Nursery Database,Verified,null,,,,Pico Rivera,CA,90660
303,Stanford Avalon Community Garden,658 E. 111th Place,-118.26377086000,33.93417627000,Community Garden,,Community Garden Database,Verified,null,Pedro Barrera (MG) 323-979-6935 pedro_barrera1127@yahoo.com,,,Los Angeles,CA,90059
304,Golden Oak Ranch Properties,19802 Placerita Canyon Road,-118.48378382000,34.37572276000,Nursery,,Nursery Database,Verified,null,,,,Newhall,CA,91321
305,Jauregui Nursery,950 East Claude,-118.25922978000,33.88372321000,Nursery,,Nursery Database,Verified,null,,,,Carson,CA,90746
306,St. Luke'S Garden,524 E. 7th Street,-118.18558896000,33.77531307000,Community Garden,,Community Garden Database,Verified,null,,,,Long Beach,CA,90813
307,Jauregui Nursery,20300 Main,-118.28010118000,33.84738273000,Nursery,,Nursery Database,Verified,null,,,,Carson,CA,90745
308,Jauregui Nursery,550 West 157th Street,-118.28457081000,33.88901430000,Nursery,,Nursery Database,Verified,null,,,,Gardena,CA,90247
309,Summit Avenue,1282 N. Summit Avenue,-118.14763612000,34.16782187000,Community Garden,,Community Garden Database,Verified,null,,,,Pasadena,CA,91103
310,Jauregui Nursery,6741 Del Amo Boulevard,-118.10034874000,33.84606930000,Nursery,,Nursery Database,Verified,null,,,,Lakewood,CA,90713
311,Tarzana Community Garden,18702 Erwin Street,-118.54066941000,34.18385361000,Community Garden,,Community Garden Database,Verified,null,,,,San Fernando Valley,CA,91335
312,The Learning Garden,1300 Venice Blvd.,-118.28222109000,34.04290490000,Community Garden,,Community Garden Database,Verified,null,,,,Los Angeles,CA,90006
313,El Sereno Community Garden,5466 Huntington Drive,-118.16162329000,34.09249662000,Community Garden,,Community Garden Database,Verified,null,Marie Salas 323-227-1409 marielna@sbcglobal.net,,,Los Angeles,CA,90032
314,"International Plant Growers, Incorporated",24500 Vermont Avenue,-118.29034729000,33.80165915000,Nursery,,Nursery Database,Verified,null,,,,Harbor City,CA,90710
315,Garden View,12900 Lower Azusa Road,-117.99295303000,34.09186417000,Nursery,,Nursery Database,Verified,null,,,,Irwindale,CA,91706
316,Seeds Of Carver Community Garden,2319 Second Avenue,-118.31893265000,34.03574044000,Community Garden,,Community Garden Database,Verified,null,,,,Los Angeles,CA,90018
317,Gardena Hills Nursery,12597 Budlong Street,-118.29643950000,33.91843631000,Nursery,,Nursery Database,Verified,null,,,,Los Angeles,CA,90044
318,Green Spot Nursery,12340 Stagg Street,-118.40195963000,34.21205716000,Nursery,,Nursery Database,Verified,null,,,,North Hollywood,CA,91605
319,Van Nuys Garden Center,16400 Chase Street,-118.48964637000,34.22475555000,Community Garden,,Community Garden Database,Verified,null,Scott Wyskocil 818-893-7002 scooterw1@verizon.net,,,North Hills,CA,91343
320,Green Thumb Garden Nursery,17915 South Western Avenue,-118.30919240000,33.86803022000,Nursery,,Nursery Database,Verified,null,,,,Gardena,CA,90248
321,"Green Thumb International, Incorporated",23734 North San Fernando Road,-118.51490940000,34.37089387000,Nursery,,Nursery Database,Verified,null,,,,Newhall,CA,91321
322,Venice Community Garden,643 Mildred Avenue,-118.46188134000,33.98726246000,Community Garden,,Community Garden Database,Verified,null,Kip Wood 310-578-1975 kipwood23@gmail.com,,,Venice,CA,90291
323,Vermont Square Community Garden,4712 S. Vermont Avenue,-118.29150679000,34.00009067000,Community Garden,,Community Garden Database,Verified,null,Tamiko Nakamoto 213-399-1476 tamikomg2010@yahoo.com,,,Los Angeles,CA,90037
324,Jauregui Nursery,7200 Wardlow Road,-118.09265102000,33.81879860000,Nursery,,Nursery Database,Verified,null,,,,Long Beach,CA,90808
325,Jauregui Nursery,6970 Via Del Rio Street,-118.09685337000,33.78807894000,Nursery,,Nursery Database,Verified,null,,,,Long Beach,CA,90815
326,Green Touch Nursery,8842 Park Street,-118.14347871000,33.87835323000,Nursery,,Nursery Database,Verified,null,,,,Bellflower,CA,90706
